web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1562682013-635","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Kulit1970","One of the best Android devices under $500, a no-brainer if it's on sale","June 30, 2019","The rear camera performance on the Google Pixel 3a XL matches that of the quality you find in the more expensive Google Pixel 3 XL. For selfies (front facing camera) however, do you lose that wide-angle lens, but it's still as sharp and provides excellent image quality. The rest of the device is simple and straightforward. Just wish it came with 128GB as a standard though.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1562682104-726","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Luther Leong","Premium features, budget friendly price","May 17, 2019","Don't know why anyone would say this phone is outdated when it has the most current version of Android 9 and is guaranteed three years of system and security updates. The same great camera as the more expensive Pixel 3 or Pixel 3 XL minus the wide selfie lens. Rapidly charges, battery life is great too. Got mine direct and have been very happy with it. Has 64 GB of internal storage and unlimited photo and video storage on Google Photos. Not water resistant though and no wireless charging. Otherwise a solid phone for the money with a great camera.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews"
"1562682076-702","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Ian","Very good phone for the price point","June 28, 2019","It's in many ways a downgrade from the iPhone I had before. Little things in terms of ease of use that aren't that easy to quantify. But you also get a lot of integrated features from Google that I've become a big fan of - Google Assistant has proved more useful for someone like me who doesn't like to talk to his phone than Siri ever did.
But for the dollar value I don't have a single regret. I happily forewent niceties like wireless charging and waterproofing to get this cheaper version of the Pixel 3, and it doesn't feel cheap in terms of construction and durability. I needed something with a built in headphone jack to be compatible with my car stereo, which is what drew me to the Pixel 3a in the first place.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews"
"1562682002-605","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Nate N.","Great phone; my second Pixel!","May 17, 2019","I work in IT and know how to use phones fairly extensively. You should know one thing going into buying the Pixel 3a: it comes with Google's Pixel launcher, meaning that the interface that you're probably use to with other phones (Samsung, Xperia, iPhone, whatever else) is different here. It's a lot simpler to use, and keep in mind if you don't like it, you can download something different from the Play Store.

Photos look excellent in my opinion (see my attached photo), navigating around the phone and apps works very quickly, and cell service (T-Mobile) has worked perfectly so far. The phone doesn't have much grip to it, so I recommend buying a case for it.

Overall, great phone!","5.0 out of 5 stars","",""
"1562682013-639","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","John","Must Buy.","June 23, 2019","Great for the money. After a few days, this may be my favorite phone ever. Plus the signal is outstanding.  Does not feel slow at all.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1562682101-716","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Kurt Camerud","Great pictures!","June 30, 2019","I bought this phone for the camera and am glad I did.  The upload to googlephoto is a plus since you have a backup and can manage the photos after they are in googlephoto.  This is all without compromising the memory of the phone.  Clever.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews"
"1562682104-730","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Techelect","It doesn't even compare to an outdated iphone","June 15, 2019","I'm coming from an LG V30 and I'm going back asap. I bought this at TMobile not Amazon but I thought I'd give some feedback.
Cons: Display is washed out and lacks detail and colors are like a 1970's TV, the phone app is buggy, and the GUI went in the wrong direction it's not intuitive it's a labyrinth.
Pros: It has Google's latest operating system and security updates.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews"
"1562682026-673","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Computer Tech","Very nice phone, but needs a better pricing plan","June 6, 2019","This is a very nice phone with lots of features.  Most notable is the quality camera that is used and the flat screen rather than the curved screen on Samsung phones.  Also notable is that you are getting pure android and not someone's proprietary apps and bloat.  One negative is that it is not the latest greatest processor but rather a upper middle of the road one.  The other negatives is the high price to get it unlocked if not activating with a carrier.  Why should it cost a hundred dollars more without activation, especially when several places were offering pre-sale gift cards worth 100 dollars.  I put the item in my cart which included a 100 Amazon gift card, but when I went to purchase it indicated that the gift-card offer was no longer available.  If they sold this for $379 it would be well worth the money but no way is it a $479 (almost 500 phone).","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews"
"1562682076-698","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","S. Mohiuddin","Google returns to its senses and offers a high value product","June 26, 2019","What is differentiates the phone these days? If your answer is the bezel or the 'notch', this phone may not appeal to you. But for someone like me, who likes a simple phone with a great screen and an excellent camera at a reasonable price, Pixel 3A came out at the very top of the list.
  The screen is a stunning OLED screen with the highest resolution that my eye can discern. It is very almost impossible to see individual pixels and the images look crisp, with a great contrast ratio.  As a result, the pictures look amazing and reading on the screen is a joy.
 The best part of the phone is a great camera that takes great pictures. To me, this is the big differentiating factor among phones these days. All phones are more or less the same on other commonly used features. The pictures are really excellent, with almost an DSLR-level quality to them.
 A true Android OS with no wizardry programmed on top of the OS means that the system is very simple, yet fully functional. You may have to download some apps that you are used to, but this simplicity makes the phone very appealing to me.
 There is only one drawback on the phone: Lack of an external SD memory storage.  Perhaps one doesn't need a lot of storage if we store all our data on the cloud, but lack of an external memory option is nevertheless disappointing.
In summary, if you value your hard earned money enough not to throw it on gimmicks like the 'Notch free screen',  'edge screens' or some random sensor (that you probably would never use), Pixel 3A should rank very high on your list.

Over the past 4-5 years, phones have rapidly evolved, perfected and commoditized. Phone manufacturers rely on customers paying premiums for gimmickry to keep their margins elevated. There is no reason to pay $1000 for a phone which can do very little that is different from a $300-$400 phone.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews"
"1562682062-687","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Joseph Lykowski","Sold phone for a great price.","June 16, 2019","Second Pixal, upgraded from the Pixal 1.  No issues and enjoying it","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews"
"1562682026-669","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","John","Great camera and software","July 5, 2019","Great phone","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews"
"1562682101-722","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","somasundaram m","Good phone for the money","June 17, 2019","I like the camera it's perfect almost at all kinds of lighting.
The build is also good, just that I feel the phone is a little too big to handle. The screen is little dim than the other Pixel devices.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews"
"1562682041-679","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Claire Runge and Thomas Kolberg","Amazing camera. Well worth the price. Designed for the 99% that don't need a  $1200 phone","June 25, 2019","The camera is amazing. Replaced a Samsung Galaxy S7 edge, this phone is faster, much better camera, battery last a couple days. It doesn't have any bloatware on it. Overall, first phone I bought that in years that is worth far more than the price tag . Got a second one for my wife. She loves it too.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1562682041-678","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Meems","The end of 1000+ phones!!!!","July 7, 2019","Dare I say that this phone is far more superior than the rest of the phones out in this market? Yes it is better. This phone is amazing and super cheap!!!! This phone is retailed at 399.99 compared to the Samsung 10plus for a whooping 1000+ to me that is insane. This phone is so easy to use and it is completely customizable to your liking! The camera on google pixel 3a is INCREDIBLE it captures realism and the color is amazing!!! For being such a cheaper phone it does amazingly well compared to the big name companies out there (Apple and Samsung). I remember when phones where under 500 and now it's double that! So I am happy to see Google thought of a phone that is economical with a powerful camera, great memory, and overall very easy to use.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1562682022-662","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","TAREQ","Best phone price","June 20, 2019","Best camra I ever used .long battery life fast charger","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"1562682017-650","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","ckluh","Good mid-range Phone","June 20, 2019","Good mid-range phone with advanced camera algorithms from Google that produce beautiful pictures. Battery life is ok for being 3,000 mAh.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1562682017-645","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Gin","Great Phone Great Price! Who needs Verizon","June 18, 2019","I love love my Google Pixel 3a it's the best. Thank you Google I have been waiting to be able to buy this. Now at a price I can afford.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1562682022-659","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Ben","Cheaper","June 22, 2019","Use it for my primary phone now.
Cheaper than Pixel 3, worth it.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"1562682005-618","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Nick","The best of Google finally at a low entry cost","June 16, 2019","I purchased this for my wife who's essential phone had an unfortunate date with a swimming pool. I upgrade my smartphone every 8-12 months so I'm no stranger to using different phones, ranging from Google phones like the galaxy nexus, to the Nexus 6p as well as a Galaxy Note 3 and lately I've been on a good run of oneplus phones.

My wife likes to hang onto her phones and also wants a smaller form factor. The pixel 3a is a welcomed entry in the smartphone world. Even though I've never used a Pixel 3 I have used a pixel 1 and 2,and I can say this 3a feels as fast as those phones. Sometimes specs aren't the while story. Regardless if this doesn't have top specs or a 4k display it feels premium, it feels fast, it looks great, and the camera is top notch.

If you are on a budget this should be your choice. Nothing else comes close to the 3a's quality for $399. Pure Android is a treat if you've ever esperienced a horrible UI like LG's or Samsung, then you are missing out on pure Android. 3 years of support promised from Google is perfect as most people will replace their phone every 18-24 months but if you want to hold on just a little longer, Google has you covered.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1562682109-741","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","EastCoaster","Flawed Phone – It Can’t Handle the Fundamentals","June 27, 2019","I was switching from an iPhone 6 (all I’ve owned is iPhones), and I really wanted to love the Pixel 3a and the notion of a pure Android experience. And some things were really slick. But this phone is fundamentally flawed. The Pixel 3a fails at a couple critical things every phone can do (even my old iPhone).
(1) Creates a really inconsistent / wonky connection with Honda Bluetooth systems, making it unusable. [Google’s suggestion was that I should sell my couple-year-old Honda and buy a new car with Android Auto. Thanks… that’s helpful…]
(2) Doesn’t switch to cellular data backup when the internet connection coming through WiFi is weak / not functioning.
[Tested on multiple WiFi networks, side-by-side with an iPhone that had no issues.]
I spent no less than 3 days and 5 hours on the phone with Google trying everything and resetting the phone. Google eventually took it back. In the process, Google dragged its feet on responding to me until my trade-in phone had been irretrievably lost in their system, and now they’re refusing to give me market value for my phone. Instead, I’m stuck with ‘Google Store Credit’ to apply toward another flawed Pixel.  That’s not helpful, given that I’m now running away from Google hardware, and back to Apple.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews"
"1562682013-641","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Bookforschools","Great Phone with the best camera.","June 17, 2019","I bought this phone for my dad and he loves it. The camera is pretty good. It's much better than my Oneplus 6T camera. I would suggest to anyone just want a good camera and software update.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1562682022-660","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","krystal","5 star","July 4, 2019","Simple, easy to use and good photo quality especially in the dark.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"1562682005-617","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Broke with a Black screen in 12 days","June 19, 2019","I have just received the Pixel 3A on June 7 and June 19th the phone broke and the screen is black. I am on a business trip out of town without a phone. How unreliable this phone is. I am wondering if it was even a NEW phone. It is such a hassle and very disappointed with the quality of merchandise I received.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1562682005-614","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","anonymous mark","Best camera phone","June 8, 2019","Hands done, best camera phone at this price point, maybe at any price point. It's fast, a good size, and decent looking. Recommended!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1562682113-746","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","","","","","","null","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews"
"1562682104-731","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Nathan","Best phone for the $, period!","June 18, 2019","The screen, camera, and battery life alone make this phone a solid value for it's price. That doesn't even get a list of this device's pros started. It's built and maintained by Google with guaranteed updates for three-years. There is hardly a noticeable difference between I and it's pricier sibling and if you have the Google branded case applied, anyone on the street would be hard-pressed to tell the two apart based on aesthetics alone. Once you pick it up, there still is not a notable difference in day to day use, or speed doing all the phone things that phones do. This device might be a hair slower to process certain tasks, but not enough to discount it's nearly halved price tag.
Before this phone I used the Moto G7, and while a great feeling phone, I chose to keep the pixel 3a as my daily driver and have the G7 to a family member who now also has one of the top budget phones. The G7 just doesn't have that Pixel wow, that kept me picking it up over the latter.
Hopefully Google will continue this trend with a Pixel 4a, if I can keep from picking up the Pixel 4 after rejoining the Pixel family after the Nexus program began to flop miserably. This 3a though, is reminiscent of the Nexus glory days of the Nexus 4 and 5x.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews"
"1562682093-710","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","John Baker","Good value","June 24, 2019","Decent phone for the price, I turned on the battery management system and it lasts 2 days without a charge under moderate use. Not super fast but good enough for me to do what I need it for as a phone. Glass seems a little fragile but replacement glass kit as about a 1/4 of the price of most phones. Sound is better than the last couple phones I've had.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews"
"1562682041-681","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Jesse Calderon","Best phone for the price","June 16, 2019","Excellent camera with Google photos let's you store all your pictures for free. Great battery life. Doesn't have excess apps that other phones make you have. My favorite phone I've owned.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1562682076-700","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","foGetum9","Most valuable Android phone ever!","May 30, 2019","I love the form factor, size, and light weight of this device.  Coming from a Pixel 2XL, this is the perfect size comparatively.  Stock Android is buttery smooth AF.  The plastic actually feels very good against the skin.  I prefer plastic because it is lighter to hold and less potential for damage if dropped.  With how cheap it is, I don't mind water resistance, though I would pay more for that option.  There's really nothing else to comment on, everything is awesome about this phone.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews"
"1562682041-683","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Sai Manoj Illendula","Better than the Best Value for $400","June 19, 2019","No unnecessary gimmicks. Straight forward best featured phone on the market. All the essential features of a smart phone, in the best quality ever, coming straight from Google with pure Android experience, The Best Camera in a smartphone. I like this very much.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
